"state","name","dem","rep","other","totalvotes","margin","remainingvote"
"Indiana","White",3032,7957,NA,11159,-4925,"0%"
"Indiana","Whitley",4233,12856,492,17581,-8623,"0%"
"Kansas","Allen",1559,4155,128,5842,-2596,"21%"
"Kansas","Anderson",765,2874,NA,3720,-2109,"0%"
"Kansas","Atchison",2314,4826,NA,7312,-2512,"0%"
"Kansas","Barber",284,1992,NA,2313,-1708,"8%"
"Kansas","Barton",2302,8480,NA,10961,-6178,"0%"
"Kansas","Bourbon",1505,4910,135,6550,-3405,"3%"
"Kansas","Brown",1088,3206,NA,4396,-2118,"0%"
"Kansas","Butler",9003,22250,NA,31946,-13247,"0%"
"Kansas","Chase",341,1114,NA,1478,-773,"0%"
"Kansas","Chautauqua",212,1397,NA,1634,-1185,"8%"
"Kansas","Cherokee",2163,6622,NA,8945,-4459,"0%"
"Kansas","Cheyenne",220,1158,NA,1400,-938,"14%"
"Kansas","Clark",143,885,NA,1048,-742,"9%"
"Kansas","Clay",883,3129,122,4134,-2246,"5%"
"Kansas","Cloud",893,3182,NA,4174,-2289,"9%"
"Kansas","Coffey",928,3407,113,4448,-2479,"0%"
"Kansas","Comanche",126,745,33,904,-619,"10%"
"Kansas","Cowley",4171,9442,NA,13911,-5271,"0%"
"Kansas","Crawford",5971,9752,NA,16125,-3781,"0%"
"Kansas","Decatur",208,1232,NA,1458,-1024,"16%"
"Kansas","Dickinson",2040,7045,NA,9246,-5005,"0%"
"Kansas","Doniphan",678,2949,NA,3674,-2271,"0%"
"Kansas","Douglas",39436,16737,NA,57540,22699,"0%"
"Kansas","Edwards",267,1127,NA,1413,-860,"6%"
"Kansas","Elk",191,1130,NA,1347,-939,"9%"
"Kansas","Ellis",3633,9569,NA,13501,-5936,"0%"
"Kansas","Ellsworth",646,2106,NA,2806,-1460,"5%"
"Kansas","Finney",4155,7079,NA,11466,-2924,"0%"
"Kansas","Ford",2926,5763,161,8850,-2837,"2%"
"Kansas","Franklin",3623,8326,NA,12247,-4703,"0%"
"Kansas","Geary",3825,5193,NA,9311,-1368,"0%"
"Kansas","Gove",163,1256,NA,1433,-1093,"9%"
"Kansas","Graham",222,1052,NA,1302,-830,"15%"
"Kansas","Grant",497,1910,NA,2452,-1413,"5%"
"Kansas","Gray",337,1871,NA,2240,-1534,"0%"
"Kansas","Greeley",77,537,15,629,-460,"17%"
"Kansas","Greenwood",562,2404,NA,3030,-1842,"2%"
"Kansas","Hamilton",134,684,NA,837,-550,"12%"
"Kansas","Harper",453,2128,NA,2626,-1675,"6%"
"Kansas","Harvey",6652,10015,NA,17034,-3363,"0%"
"Kansas","Haskell",261,1103,NA,1383,-842,"9%"
"Kansas","Hodgeman",151,866,NA,1033,-715,"14%"
"Kansas","Jackson",1852,4435,NA,6468,-2583,"0%"
"Kansas","Jefferson",3106,6193,282,9581,-3087,"0%"
"Kansas","Jewell",211,1369,NA,1608,-1158,"1%"
"Kansas","Johnson",177925,151280,NA,336277,26645,"1%"
"Kansas","Kearny",255,1134,NA,1413,-879,"6%"
"Kansas","Kingman",745,3102,82,3929,-2357,"0%"
"Kansas","Kiowa",153,957,NA,1139,-804,"12%"
"Kansas","Labette",2607,5639,NA,8414,-3032,"4%"
"Kansas","Lane",114,757,17,888,-643,"12%"
"Kansas","Leavenworth",13753,21378,NA,36115,-7625,"0%"
"Kansas","Lincoln",266,1273,NA,1570,-1007,"7%"
"Kansas","Linn",863,3940,NA,4903,-3077,"0%"
"Kansas","Logan",185,1231,NA,1437,-1046,"2%"
"Kansas","Lyon",5878,7381,NA,13622,-1503,"2%"
"Kansas","Marion",1463,4377,NA,5969,-2914,"0%"
"Kansas","Marshall",1239,3662,NA,5023,-2423,"0%"
"Kansas","McPherson",3977,9562,NA,13868,-5585,"4%"
"Kansas","Meade",261,1508,NA,1807,-1247,"3%"
"Kansas","Miami",5133,12116,NA,17624,-6983,"0%"
"Kansas","Mitchell",547,2454,NA,3039,-1907,"10%"
"Kansas","Montgomery",3147,9768,NA,13177,-6621,"2%"
"Kansas","Morris",721,2085,NA,2849,-1364,"0%"
"Kansas","Morton",147,1004,NA,1163,-857,"16%"
"Kansas","Nemaha",920,4612,NA,5625,-3692,"0%"
"Kansas","Neosho",1727,4795,NA,6629,-3068,"6%"
"Kansas","Ness",147,1315,NA,1487,-1168,"0%"
"Kansas","Norton",361,1977,52,2390,-1616,"0%"
"Kansas","Osage",2099,5591,203,7893,-3492,"0%"
"Kansas","Osborne",275,1590,NA,1899,-1315,"9%"
"Kansas","Ottawa",504,2581,NA,3159,-2077,"5%"
"Kansas","Pawnee",635,2028,NA,2712,-1393,"6%"
"Kansas","Phillips",373,2855,NA,3278,-2482,"0%"
"Kansas","Pottawatomie",3257,9247,NA,12815,-5990,"31%"
"Kansas","Pratt",924,3087,NA,4107,-2163,"0%"
"Kansas","Rawlins",214,1253,NA,1496,-1039,"11%"
"Kansas","Reno",8602,17948,695,27245,-9346,"0%"
"Kansas","Republic",420,2172,NA,2643,-1752,"13%"
"Kansas","Rice",953,3187,NA,4230,-2234,"0%"
"Kansas","Riley",11940,11174,NA,23855,766,"1%"
"Kansas","Rooks",332,2294,NA,2661,-1962,"13%"
"Kansas","Rush",291,1425,NA,1748,-1134,"2%"
"Kansas","Russell",591,2765,NA,3429,-2174,"0%"
"Kansas","Saline",8022,15313,NA,23911,-7291,"0%"
"Kansas","Scott",290,1991,NA,2322,-1701,"0%"
"Kansas","Sedgwick",90820,117653,NA,213552,-26833,"0%"
"Kansas","Seward",1736,3285,NA,5099,-1549,"9%"
"Kansas","Shawnee",42032,39890,NA,84061,2142,"2%"
"Kansas","Sheridan",144,1237,16,1397,-1093,"6%"
"Kansas","Sherman",386,2222,65,2673,-1836,"6%"
"Kansas","Smith",328,1734,NA,2092,-1406,"6%"
"Kansas","Stafford",355,1631,NA,2017,-1276,"6%"
"Kansas","Stanton",147,607,NA,767,-460,"7%"
"Kansas","Stevens",233,1731,NA,1997,-1498,"9%"
"Kansas","Sumner",2551,7998,NA,10779,-5447,"0%"
"Kansas","Thomas",622,3106,66,3794,-2484,"0%"
"Kansas","Trego",238,1341,NA,1603,-1103,"11%"
"Kansas","Wabaunsee",956,2813,NA,3861,-1857,"0%"
"Kansas","Wallace",44,762,NA,817,-718,"10%"
"Kansas","Washington",467,2332,NA,2843,-1865,"0%"
"Kansas","Wichita",147,803,11,961,-656,"10%"
"Kansas","Wilson",711,3111,NA,3899,-2400,"3%"
"Kansas","Woodson",283,1189,NA,1495,-906,"0%"
"Kansas","Wyandotte",35566,18512,NA,55107,17054,"3%"
"Kentucky","Adair",1392,7276,100,8768,-5884,"0%"
"Kentucky","Allen",1642,7587,135,9364,-5945,"0%"
"Kentucky","Anderson",3348,9661,245,13254,-6313,"0%"
"Kentucky","Ballard",825,3356,44,4225,-2531,"0%"
"Kentucky","Barren",5127,14654,283,20064,-9527,"0%"
"Kentucky","Bath",1573,3986,68,5627,-2413,"0%"
"Kentucky","Bell",1789,8140,115,10044,-6351,"0%"
"Kentucky","Boone",20901,44814,1283,66998,-23913,"0%"
"Kentucky","Bourbon",3296,6190,162,9648,-2894,"0%"
"Kentucky","Boyd",7083,14295,373,21751,-7212,"0%"
"Kentucky","Boyle",5298,8872,308,14478,-3574,"0%"
"Kentucky","Bracken",800,3398,48,4246,-2598,"0%"
"Kentucky","Breathitt",1301,4265,95,5661,-2964,"0%"
"Kentucky","Breckinridge",2350,7701,150,10201,-5351,"0%"
"Kentucky","Bullitt",10552,30708,738,41998,-20156,"0%"
"Kentucky","Butler",1079,4960,86,6125,-3881,"0%"
"Kentucky","Caldwell",1433,4906,95,6434,-3473,"0%"
"Kentucky","Calloway",5797,11352,308,17457,-5555,"0%"
"Kentucky","Campbell",19374,28482,1022,48878,-9108,"0%"
"Kentucky","Carlisle",463,2159,16,2638,-1696,"0%"
"Kentucky","Carroll",1116,2954,66,4136,-1838,"0%"
"Kentucky","Carter",2642,8775,169,11586,-6133,"0%"
"Kentucky","Casey",918,6179,74,7171,-5261,"2%"
"Kentucky","Christian",8296,15080,487,23863,-6784,"0%"
"Kentucky","Clark",6004,11811,324,18139,-5807,"0%"
"Kentucky","Clay",831,6677,83,7591,-5846,"0%"
"Kentucky","Clinton",603,4280,49,4932,-3677,"0%"
"Kentucky","Crittenden",731,3451,60,4242,-2720,"0%"
"Kentucky","Cumberland",508,2769,32,3309,-2261,"0%"
"Kentucky","Daviess",17286,31025,976,49287,-13739,"0%"
"Kentucky","Edmonson",1227,4828,77,6132,-3601,"0%"
"Kentucky","Elliott",712,2246,37,2995,-1534,"0%"
"Kentucky","Estill",1355,5100,85,6540,-3745,"0%"
"Kentucky","Fayette",90600,58860,3452,152912,31740,"0%"
"Kentucky","Fleming",1474,5534,60,7068,-4060,"0%"
"Kentucky","Floyd",3884,12250,219,16353,-8366,"0%"
"Kentucky","Franklin",12652,12900,520,26072,-248,"0%"
"Kentucky","Fulton",794,1606,26,2426,-812,"0%"
"Kentucky","Gallatin",822,2955,72,3849,-2133,"0%"
"Kentucky","Garrard",1830,6754,122,8706,-4924,"0%"
"Kentucky","Grant",2205,8725,178,11108,-6520,"0%"
"Kentucky","Graves",3560,13206,253,17019,-9646,"0%"
"Kentucky","Grayson",2400,9453,132,11985,-7053,"0%"
"Kentucky","Green",920,4838,54,5812,-3918,"1%"
"Kentucky","Greenup",4873,13064,239,18176,-8191,"0%"
"Kentucky","Hancock",1351,3145,91,4587,-1794,"0%"
"Kentucky","Hardin",18101,29832,1008,48941,-11731,"0%"
"Kentucky","Harlan",1494,9367,110,10971,-7873,"0%"
"Kentucky","Harrison",2400,6334,125,8859,-3934,"0%"
"Kentucky","Hart",1908,6345,117,8370,-4437,"0%"
"Kentucky","Henderson",7639,12730,328,20697,-5091,"0%"
"Kentucky","Henry",2142,5843,125,8110,-3701,"0%"
"Kentucky","Hickman",458,1714,27,2199,-1256,"0%"
"Kentucky","Hopkins",5439,15757,316,21512,-10318,"0%"
"Kentucky","Jackson",605,5453,55,6113,-4848,"0%"
"Kentucky","Jefferson",228358,150646,7625,386629,77712,"0%"
"Kentucky","Jessamine",8567,17096,617,26280,-8529,"0%"
"Kentucky","Johnson",1608,8450,134,10192,-6842,"0%"
"Kentucky","Kenton",32271,48129,1798,82198,-15858,"0%"
"Kentucky","Knott",1412,4780,60,6252,-3368,"0%"
"Kentucky","Knox",2114,11012,147,13273,-8898,"0%"
"Kentucky","LaRue",1504,5685,112,7301,-4181,"0%"
"Kentucky","Laurel",4475,23237,399,28111,-18762,"0%"
"Kentucky","Lawrence",1238,5633,84,6955,-4395,"0%"
"Kentucky","Lee",481,2273,47,2801,-1792,"0%"
"Kentucky","Leslie",446,4321,46,4813,-3875,"0%"
"Kentucky","Letcher",1799,7226,110,9135,-5427,"0%"
"Kentucky","Lewis",823,4986,74,5883,-4163,"0%"
"Kentucky","Lincoln",2254,8489,171,10914,-6235,"0%"
"Kentucky","Livingston",939,4010,55,5004,-3071,"0%"
"Kentucky","Logan",3094,9067,189,12350,-5973,"0%"
"Kentucky","Lyon",1092,3100,36,4228,-2008,"0%"
"Kentucky","Madison",15581,27356,1020,43957,-11775,"0%"
"Kentucky","Magoffin",1214,4174,59,5447,-2960,"0%"
"Kentucky","Marion",2722,6113,93,8928,-3391,"0%"
"Kentucky","Marshall",4071,13297,235,17603,-9226,"0%"
"Kentucky","Martin",403,3496,37,3936,-3093,"0%"
"Kentucky","Mason",2362,5477,119,7958,-3115,"0%"
"Kentucky","McCracken",11195,21820,534,33549,-10625,"0%"
"Kentucky","McCreary",725,5664,49,6438,-4939,"0%"
"Kentucky","McLean",1074,3633,75,4782,-2559,"0%"
"Kentucky","Meade",3632,10185,296,14113,-6553,"0%"
"Kentucky","Menifee",750,2311,41,3102,-1561,"0%"
"Kentucky","Mercer",3033,8506,196,11735,-5473,"0%"
"Kentucky","Metcalfe",975,3959,78,5012,-2984,"0%"
"Kentucky","Monroe",657,4628,45,5330,-3971,"0%"
"Kentucky","Montgomery",3630,8993,219,12842,-5363,"0%"
"Kentucky","Morgan",1175,4301,68,5544,-3126,"0%"
"Kentucky","Muhlenberg",3545,10497,193,14235,-6952,"0%"
"Kentucky","Nelson",7188,15703,365,23256,-8515,"0%"
"Kentucky","Nicholas",955,2408,33,3396,-1453,"0%"
"Kentucky","Ohio",2404,8582,143,11129,-6178,"0%"
"Kentucky","Oldham",14505,22654,817,37976,-8149,"0%"
"Kentucky","Owen",1098,4292,68,5458,-3194,"0%"
"Kentucky","Owsley",216,1671,9,1896,-1455,"0%"
"Kentucky","Pendleton",1322,5515,88,6925,-4193,"0%"
"Kentucky","Perry",2356,8129,141,10626,-5773,"0%"
"Kentucky","Pike",4866,20284,245,25395,-15418,"0%"
"Kentucky","Powell",1367,4041,97,5505,-2674,"0%"
"Kentucky","Pulaski",5666,25442,449,31557,-19776,"0%"
"Kentucky","Robertson",253,884,9,1146,-631,"0%"
"Kentucky","Rockcastle",1134,6577,73,7784,-5443,"0%"
"Kentucky","Rowan",3880,5994,191,10065,-2114,"0%"
"Kentucky","Russell",1331,7519,105,8955,-6188,"0%"
"Kentucky","Scott",10567,17767,635,28969,-7200,"0%"
"Kentucky","Shelby",8077,15055,418,23550,-6978,"0%"
"Kentucky","Simpson",2681,5888,163,8732,-3207,"0%"
"Kentucky","Spencer",2530,8737,166,11433,-6207,"0%"
"Kentucky","Taylor",2963,9376,178,12517,-6413,"0%"
"Kentucky","Todd",1205,4062,96,5363,-2857,"0%"
"Kentucky","Trigg",1791,5487,98,7376,-3696,"0%"
"Kentucky","Trimble",1012,3227,81,4320,-2215,"0%"
"Kentucky","Union",1529,4965,83,6577,-3436,"0%"
"Kentucky","Warren",22479,31791,1131,55401,-9312,"0%"
"Kentucky","Washington",1644,4482,99,6225,-2838,"0%"
"Kentucky","Wayne",1700,7430,110,9240,-5730,"0%"
"Kentucky","Webster",1412,4506,75,5993,-3094,"0%"
"Kentucky","Whitley",2552,12567,237,15356,-10015,"0%"
"Kentucky","Wolfe",839,2097,43,2979,-1258,"0%"
"Kentucky","Woodford",6530,8362,319,15211,-1832,"0%"
"Louisiana","Acadia",5443,22596,386,28425,-17153,"0%"
"Louisiana","Allen",2108,7574,128,9810,-5466,"0%"
"Louisiana","Ascension",20399,40687,1239,62325,-20288,"0%"
"Louisiana","Assumption",3833,7271,131,11235,-3438,"0%"
"Louisiana","Avoyelles",4979,12028,285,17292,-7049,"0%"
"Louisiana","Beauregard",2542,13575,240,16357,-11033,"0%"
"Louisiana","Bienville",3067,3891,92,7050,-824,"0%"
"Louisiana","Bossier",15662,38074,919,54655,-22412,"0%"
"Louisiana","Caddo",55110,48021,1781,104912,7089,"0%"
"Louisiana","Calcasieu",25982,55066,1615,82663,-29084,"0%"
"Louisiana","Caldwell",745,3976,41,4762,-3231,"0%"
"Louisiana","Cameron",324,3671,44,4039,-3347,"0%"
"Louisiana","Catahoula",1269,3541,48,4858,-2272,"0%"
"Louisiana","Claiborne",2731,3770,79,6580,-1039,"0%"
"Louisiana","Concordia",3177,5550,101,8828,-2373,"0%"
"Louisiana","DeSoto",5457,9112,167,14736,-3655,"0%"
"Louisiana","East Baton Rouge",115577,88420,4185,208182,27157,"0%"
"Louisiana","East Carroll",1900,1080,56,3036,820,"0%"
"Louisiana","East Feliciana",4280,6064,165,10509,-1784,"0%"
"Louisiana","Evangeline",4158,11053,201,15412,-6895,"0%"
"Louisiana","Franklin",2658,6970,92,9720,-4312,"0%"
"Louisiana","Grant",1157,8117,118,9392,-6960,"0%"
"Louisiana","Iberia",11027,21251,435,32713,-10224,"0%"
"Louisiana","Iberville",8514,7893,312,16719,621,"0%"
"Louisiana","Jackson",2143,5394,95,7632,-3251,"0%"
"Louisiana","Jeff Davis",3208,11423,210,14841,-8215,"0%"
"Louisiana","Jefferson",84477,105949,3307,193733,-21472,"0%"
"Louisiana","LaSalle",638,6378,61,7077,-5740,"0%"
"Louisiana","Lafayette",39685,72519,2317,114521,-32834,"0%"
"Louisiana","Lafourche",8672,36024,692,45388,-27352,"0%"
"Louisiana","Lincoln",7559,11311,405,19275,-3752,"0%"
"Louisiana","Livingston",9249,54877,1104,65230,-45628,"0%"
"Louisiana","Madison",2654,1930,86,4670,724,"0%"
"Louisiana","Morehouse",4946,6510,118,11574,-1564,"0%"
"Louisiana","Natchitoches",6896,9358,300,16554,-2462,"0%"
"Louisiana","Orleans",147854,26664,3301,177819,121190,"0%"
"Louisiana","Ouachita",25913,42255,998,69166,-16342,"0%"
"Louisiana","Plaquemines",3414,7412,188,11014,-3998,"0%"
"Louisiana","Pointe Coupee",4683,7503,185,12371,-2820,"0%"
"Louisiana","Rapides",19475,38347,1043,58865,-18872,"0%"
"Louisiana","Red River",1644,2413,75,4132,-769,"0%"
"Louisiana","Richland",3225,6607,108,9940,-3382,"0%"
"Louisiana","Sabine",1731,8776,89,10596,-7045,"0%"
"Louisiana","St. Bernard",6151,11179,320,17650,-5028,"0%"
"Louisiana","St. Charles",9800,18233,484,28517,-8433,"0%"
"Louisiana","St. Helena",3346,2714,98,6158,632,"0%"
"Louisiana","St. James",6510,5954,126,12590,556,"0%"
"Louisiana","St. John the Baptist",13582,7538,312,21432,6044,"0%"
"Louisiana","St. Landry",17372,23171,611,41154,-5799,"0%"
"Louisiana","St. Martin",8439,18203,396,27038,-9764,"0%"
"Louisiana","St. Mary",8055,14811,320,23186,-6756,"0%"
"Louisiana","St. Tammany",37746,99666,2698,140110,-61920,"0%"
"Louisiana","Tangipahoa",18887,37806,968,57661,-18919,"0%"
"Louisiana","Tensas",1329,1197,28,2554,132,"0%"
"Louisiana","Terrebonne",11198,34339,703,46240,-23141,"0%"
"Louisiana","Union",2654,8407,140,11201,-5753,"0%"
"Louisiana","Vermilion",5009,21930,385,27324,-16921,"0%"
"Louisiana","Vernon",2898,14107,263,17268,-11209,"0%"
"Louisiana","Washington",5970,13307,236,19513,-7337,"0%"
"Louisiana","Webster",6172,11830,214,18216,-5658,"0%"
"Louisiana","West Baton Rouge",6200,7684,213,14097,-1484,"0%"
"Louisiana","West Carroll",710,4317,25,5052,-3607,"0%"
"Louisiana","West Feliciana",2298,3863,107,6268,-1565,"0%"
"Louisiana","Winn",1543,4619,63,6225,-3076,"0%"
"Massachusetts","Barnstable",90617,54759,3013,148389,35858,"NA%"
"Massachusetts","Berkshire",50864,17713,1548,70125,33151,"NA%"
"Massachusetts","Bristol",150063,118085,5897,274045,31978,"NA%"
"Massachusetts","Dukes",9763,2588,244,12595,7175,"NA%"
"Massachusetts","Essex",262332,142822,9194,414348,119510,"NA%"
"Massachusetts","Franklin",29048,10875,1183,41106,18173,"NA%"
"Massachusetts","Hampden",124231,86191,4803,215225,38040,"NA%"
"Massachusetts","Hampshire",61555,21807,1942,85304,39748,"NA%"
"Massachusetts","Middlesex",599370,223374,19427,842171,375996,"NA%"
"Massachusetts","Nantucket",5234,1912,151,7297,3322,"NA%"
"Massachusetts","Norfolk",268378,123839,9055,401272,144539,"NA%"
"Massachusetts","Plymouth",171347,120192,6938,298477,51155,"NA%"
"Massachusetts","Suffolk",252661,55699,5750,314110,196962,"NA%"
"Massachusetts","Worcester",243957,169758,11418,425133,74199,"NA%"
"Maryland","Allegany",9158,20886,467,30511,-11728,"11%"
"Maryland","Anne Arundel",172823,127821,6280,306924,45002,"0%"
"Maryland","Baltimore",257948,146072,7271,411291,111876,"6%"
"Maryland","Baltimore City",207260,25374,3555,236189,181886,"16%"
"Maryland","Calvert",22587,25346,899,48832,-2759,"8%"
"Maryland","Caroline",5095,10283,351,15729,-5188,"0%"
"Maryland","Carroll",36456,60218,2734,99408,-23762,"3%"
"Maryland","Cecil",16809,29439,1025,47273,-12630,"7%"
"Maryland","Charles",62171,25579,1313,89063,36592,"0%"
"Maryland","Dorchester",6857,8764,313,15934,-1907,"7%"
"Maryland","Frederick",77675,63682,3211,144568,13993,"0%"
"Maryland","Garrett",3281,12002,296,15579,-8721,"1%"
"Maryland","Harford",63095,80930,3196,147221,-17835,"2%"
"Maryland","Howard",129433,48390,3501,181324,81043,"0%"
"Maryland","Kent",5329,5195,216,10740,134,"4%"
"Maryland","Montgomery",412542,99414,8546,520502,313128,"3%"
"Maryland","Prince George's",379208,37090,6553,422851,342118,"0%"
"Maryland","Queen Anne's",10709,18741,629,30079,-8032,"0%"
"Maryland","Somerset",4241,5739,137,10117,-1498,"12%"
"Maryland","St. Mary's",23138,30826,1375,55339,-7688,"1%"
"Maryland","Talbot",11062,10946,392,22400,116,"3%"
"Maryland","Washington",26044,40224,1242,67510,-14180,"9%"
"Maryland","Wicomico",22054,22944,977,45975,-890,"4%"
"Maryland","Worcester",12560,18571,436,31567,-6011,"0%"
"Maine","Androscoggin",27568,29259,1943,58770,-1691,"NA%"
"Maine","Aroostook",13549,19998,754,34301,-6449,"NA%"
"Maine","Cumberland",128563,59491,5891,193945,69072,"NA%"
"Maine","Franklin",7061,7324,586,14971,-263,"NA%"
"Maine","Hancock",18412,13662,961,33035,4750,"NA%"
"Maine","Kennebec",34297,34151,2294,70742,146,"NA%"
"Maine","Knox",14798,9870,635,25303,4928,"NA%"
"Maine","Lincoln",11807,9723,612,22142,2084,"NA%"
"Maine","Oxford",14027,16860,997,31884,-2833,"NA%"
"Maine","Penobscot",35327,40132,2703,78162,-4805,"NA%"
"Maine","Piscataquis",3273,5703,248,9224,-2430,"NA%"
"Maine","Sagadahoc",13531,9755,756,24042,3776,"NA%"
"Maine","Somerset",8971,13915,643,23529,-4944,"NA%"
"Maine","Waldo",12389,11279,830,24498,1110,"NA%"
"Maine","Washington",4652,7104,302,12058,-2452,"NA%"
"Maine","York",72363,54099,3884,130346,18264,"NA%"
"Michigan","Alcona",2142,4848,73,7063,-2706,"0%"
"Michigan","Alger",2053,3014,68,5135,-961,"0%"
"Michigan","Allegan",24449,41392,1354,67195,-16943,"0%"
"Michigan","Alpena",6000,10686,280,16966,-4686,"0%"
"Michigan","Antrim",5960,9748,261,15969,-3788,"0%"
"Michigan","Arenac",2774,5928,NA,8831,-3154,"0%"
"Michigan","Baraga",1478,2512,NA,4036,-1034,"0%"
"Michigan","Barry",11797,23471,637,35905,-11674,"0%"
"Michigan","Bay",26151,33125,977,60253,-6974,"0%"
"Michigan","Benzie",5480,6601,NA,12260,-1121,"0%"
"Michigan","Berrien",37438,43519,NA,82379,-6081,"3%"
"Michigan","Branch",6159,14064,313,20536,-7905,"0%"
"Michigan","Calhoun",28876,36221,1178,66275,-7345,"0%"
"Michigan","Cass",9130,16699,413,26242,-7569,"0%"
"Michigan","Charlevoix",6939,9841,NA,17000,-2902,"0%"
"Michigan","Cheboygan",5437,10186,NA,15868,-4749,"0%"
"Michigan","Chippewa",6648,10681,342,17671,-4033,"0%"
"Michigan","Clare",5199,10861,221,16281,-5662,"0%"
"Michigan","Clinton",21968,25098,NA,47910,-3130,"0%"
"Michigan","Crawford",2672,5087,NA,7861,-2415,"0%"
"Michigan","Delta",7606,13207,343,21156,-5601,"0%"
"Michigan","Dickinson",4744,9617,NA,14589,-4873,"0%"
"Michigan","Eaton",31299,31798,1357,64454,-499,"0%"
"Michigan","Emmet",9662,12135,379,22176,-2473,"0%"
"Michigan","Genesee",119390,98714,3677,221781,20676,"4%"
"Michigan","Gladwin",4524,9893,186,14603,-5369,"0%"
"Michigan","Gogebic",3570,4600,106,8276,-1030,"0%"
"Michigan","Grand Traverse",28683,30502,NA,60227,-1819,"0%"
"Michigan","Gratiot",6693,12102,353,19148,-5409,"0%"
"Michigan","Hillsdale",5883,17037,368,23288,-11154,"0%"
"Michigan","Houghton",7750,10378,405,18533,-2628,"0%"
"Michigan","Huron",5490,12731,233,18454,-7241,"0%"
"Michigan","Ingham",94212,47639,2936,144787,46573,"0%"
"Michigan","Ionia",10901,20657,NA,32205,-9756,"0%"
"Michigan","Iosco",5373,9759,255,15387,-4386,"0%"
"Michigan","Iron",2493,4216,86,6795,-1723,"0%"
"Michigan","Isabella",14072,14815,522,29409,-743,"0%"
"Michigan","Jackson",31995,47372,1647,81014,-15377,"0%"
"Michigan","Kalamazoo",83686,56823,NA,143376,26863,"2%"
"Michigan","Kalkaska",3002,7436,192,10630,-4434,"0%"
"Michigan","Kent",187915,165741,NA,360839,22174,"0%"
"Michigan","Keweenaw",672,862,23,1557,-190,"0%"
"Michigan","Lake",2288,3946,98,6332,-1658,"0%"
"Michigan","Lapeer",16367,35482,791,52640,-19115,"0%"
"Michigan","Leelanau",8795,7916,222,16933,879,"0%"
"Michigan","Lenawee",20918,31541,993,53452,-10623,"0%"
"Michigan","Livingston",48220,76982,NA,127166,-28762,"0%"
"Michigan","Luce",842,2109,50,3001,-1267,"3%"
"Michigan","Mackinac",2632,4304,NA,7015,-1672,"0%"
"Michigan","Macomb",223952,263863,6404,494219,-39911,"0%"
"Michigan","Manistee",6107,8321,226,14654,-2214,"0%"
"Michigan","Marquette",20465,16286,707,37458,4179,"0%"
"Michigan","Mason",6802,10207,240,17249,-3405,"0%"
"Michigan","Mecosta",7375,13267,439,21081,-5892,"0%"
"Michigan","Menominee",4316,8117,188,12621,-3801,"0%"
"Michigan","Midland",20493,27675,1007,49175,-7182,"0%"
"Michigan","Missaukee",1967,6648,140,8755,-4681,"0%"
"Michigan","Monroe",32975,52710,NA,87148,-19735,"0%"
"Michigan","Montcalm",9703,21815,568,32086,-12112,"0%"
"Michigan","Montmorency",1628,4171,64,5863,-2543,"0%"
"Michigan","Muskegon",45643,45133,1659,92435,510,"2%"
"Michigan","Newaygo",7873,18857,426,27156,-10984,"0%"
"Michigan","Oakland",434148,325971,11872,771991,108177,"1%"
"Michigan","Oceana",4944,8892,244,14080,-3948,"0%"
"Michigan","Ogemaw",3475,8253,179,11907,-4778,"0%"
"Michigan","Ontonagon",1391,2358,61,3810,-967,"0%"
"Michigan","Osceola",3214,8928,198,12340,-5714,"0%"
"Michigan","Oscoda",1342,3466,66,4874,-2124,"0%"
"Michigan","Otsego",4743,9779,234,14756,-5036,"0%"
"Michigan","Ottawa",64705,100913,NA,168627,-36208,"0%"
"Michigan","Presque Isle",2911,5342,102,8355,-2431,"0%"
"Michigan","Roscommon",5166,9670,182,15018,-4504,"4%"
"Michigan","Saginaw",51088,50785,NA,103347,303,"0%"
"Michigan","Sanilac",5966,16194,286,22446,-10228,"0%"
"Michigan","Schoolcraft",1589,3090,66,4745,-1501,"0%"
"Michigan","Shiawassee",15347,23149,724,39220,-7802,"0%"
"Michigan","St. Clair",31363,59185,1515,92063,-27822,"0%"
"Michigan","St. Joseph",9262,18127,592,27981,-8865,"0%"
"Michigan","Tuscola",8712,20297,470,29479,-11585,"0%"
"Michigan","Van Buren",16803,21591,NA,39063,-4788,"0%"
"Michigan","Washtenaw",157136,56241,3554,216931,100895,"0%"
"Michigan","Wayne",597170,264553,12295,874018,332617,"0%"
"Michigan","Wexford",5838,12102,352,18292,-6264,"0%"
"Minnesota","Aitkin",3607,6258,NA,10010,-2651,"0%"
"Minnesota","Anoka",100892,104903,NA,210491,-4011,"2%"
"Minnesota","Becker",6592,12452,NA,19418,-5860,"0%"
"Minnesota","Beltrami",11426,12188,NA,24131,-762,"5%"
"Minnesota","Benton",7281,14382,NA,22219,-7101,"0%"
"Minnesota","Big Stone",1052,1862,58,2972,-810,"1%"
"Minnesota","Blue Earth",18330,16731,NA,35969,1599,"9%"
"Minnesota","Brown",4750,9550,330,14630,-4800,"0%"
"Minnesota","Carlton",10094,9787,480,20361,307,"0%"
"Minnesota","Carver",30770,34012,NA,66119,-3242,"0%"
"Minnesota","Cass",6342,11621,NA,18256,-5279,"0%"
"Minnesota","Chippewa",2226,4250,135,6611,-2024,"0%"
"Minnesota","Chisago",11803,21915,NA,34493,-10112,"0%"
