"state","name","dem","rep","other","totalvotes","margin","remainingvote"
"Oregon","Gilliam",324,834,20,1178,-510,"0%"
"Oregon","Grant",929,3545,122,4596,-2616,"0%"
"Oregon","Harney",894,3475,112,4481,-2581,"0%"
"Oregon","Hood River",8764,3955,371,13090,4809,"0%"
"Oregon","Jackson",59442,63814,NA,126325,-4372,"0%"
"Oregon","Jefferson",4393,7189,331,11913,-2796,"0%"
"Oregon","Josephine",18451,31751,1439,51641,-13300,"0%"
"Oregon","Klamath",10388,25308,NA,36556,-14920,"0%"
"Oregon","Lake",792,3470,101,4363,-2678,"0%"
"Oregon","Lane",134366,80336,7551,222253,54030,"0%"
"Oregon","Lincoln",17385,12460,881,30726,4925,"0%"
"Oregon","Linn",26512,43486,2642,72640,-16974,"0%"
"Oregon","Malheur",3260,8187,357,11804,-4927,"0%"
"Oregon","Marion",80870,79000,5660,165530,1870,"0%"
"Oregon","Morrow",1371,3586,161,5118,-2215,"0%"
"Oregon","Multnomah",367249,82995,13415,463659,284254,"0%"
"Oregon","Polk",22917,23732,1642,48291,-815,"0%"
"Oregon","Sherman",260,921,27,1208,-661,"0%"
"Oregon","Tillamook",8066,8354,468,16888,-288,"0%"
"Oregon","Umatilla",10499,21002,1038,32539,-10503,"0%"
"Oregon","Union",4254,10298,392,14944,-6044,"0%"
"Oregon","Wallowa",1625,3404,120,5149,-1779,"0%"
"Oregon","Wasco",6604,7035,491,14130,-431,"0%"
"Oregon","Washington",209848,99035,11311,320194,110813,"0%"
"Oregon","Wheeler",217,711,37,965,-494,"0%"
"Oregon","Yamhill",27174,29551,2198,58923,-2377,"0%"
"Pennsylvania","Adams",18254,37567,NA,56635,-19313,"0%"
"Pennsylvania","Allegheny",429065,282324,11104,722493,146741,"0%"
"Pennsylvania","Armstrong",8453,27479,NA,36356,-19026,"0%"
"Pennsylvania","Beaver",38122,54759,NA,94122,-16637,"0%"
"Pennsylvania","Bedford",4367,23025,NA,27574,-18658,"0%"
"Pennsylvania","Berks",92892,109727,NA,205528,-16835,"0%"
"Pennsylvania","Blair",17636,45306,NA,63595,-27670,"0%"
"Pennsylvania","Bradford",8046,21600,NA,30159,-13554,"0%"
"Pennsylvania","Bucks",204712,187367,NA,396234,17345,"0%"
"Pennsylvania","Butler",37379,74279,NA,113090,-36900,"0%"
"Pennsylvania","Cambria",21752,48094,NA,70605,-26342,"0%"
"Pennsylvania","Cameron",634,1771,NA,2434,-1137,"0%"
"Pennsylvania","Carbon",11212,21984,NA,33629,-10772,"0%"
"Pennsylvania","Centre",40055,36372,NA,77493,3683,"0%"
"Pennsylvania","Chester",181170,127693,4786,313649,53477,"0%"
"Pennsylvania","Clarion",4678,14578,NA,19493,-9900,"0%"
"Pennsylvania","Clearfield",9673,29203,620,39496,-19530,"0%"
"Pennsylvania","Clinton",5502,11902,NA,17625,-6400,"0%"
"Pennsylvania","Columbia",10532,20098,541,31171,-9566,"0%"
"Pennsylvania","Crawford",12924,28559,NA,42004,-15635,"1%"
"Pennsylvania","Cumberland",62245,77212,NA,141595,-14967,"0%"
"Pennsylvania","Dauphin",78983,66408,NA,147368,12575,"0%"
"Pennsylvania","Delaware",206709,118639,2981,328329,88070,"0%"
"Pennsylvania","Elk",4522,12140,NA,16906,-7618,"0%"
"Pennsylvania","Erie",68336,66912,NA,137184,1424,"0%"
"Pennsylvania","Fayette",19990,40551,NA,61003,-20561,"0%"
"Pennsylvania","Forest",728,1882,NA,2646,-1154,"0%"
"Pennsylvania","Franklin",22468,57308,NA,80896,-34840,"0%"
"Pennsylvania","Fulton",1085,6824,NA,7978,-5739,"0%"
"Pennsylvania","Greene",4911,12578,NA,17668,-7667,"0%"
"Pennsylvania","Huntingdon",5448,17059,NA,22793,-11611,"0%"
"Pennsylvania","Indiana",12634,28089,NA,41198,-15455,"0%"
"Pennsylvania","Jefferson",4527,17960,NA,22824,-13433,"0%"
"Pennsylvania","Juniata",2253,9649,NA,12043,-7396,"0%"
"Pennsylvania","Lackawanna",61991,52332,NA,115408,9659,"0%"
"Pennsylvania","Lancaster",115294,159902,5289,280485,-44608,"0%"
"Pennsylvania","Lawrence",15978,29597,NA,46076,-13619,"0%"
"Pennsylvania","Lebanon",23932,46731,1195,71858,-22799,"0%"
"Pennsylvania","Lehigh",98498,84418,NA,185092,14080,"0%"
"Pennsylvania","Luzerne",64873,86929,NA,153321,-22056,"0%"
"Pennsylvania","Lycoming",16971,41462,NA,59254,-24491,"0%"
"Pennsylvania","McKean",5076,14067,NA,19427,-8991,"0%"
"Pennsylvania","Mercer",21067,36143,NA,57954,-15076,"0%"
"Pennsylvania","Mifflin",4603,16670,NA,21502,-12067,"0%"
"Pennsylvania","Monroe",43884,38642,1040,83566,5242,"0%"
"Pennsylvania","Montgomery",319511,185460,NA,510157,134051,"0%"
"Pennsylvania","Montour",3768,5842,202,9812,-2074,"1%"
"Pennsylvania","Northampton",84847,83732,2453,171032,1115,"0%"
"Pennsylvania","Northumberland",12703,28975,NA,42335,-16272,"0%"
"Pennsylvania","Perry",5950,18293,NA,24652,-12343,"0%"
"Pennsylvania","Philadelphia",604175,132870,NA,741899,471305,"0%"
"Pennsylvania","Pike",13052,19241,NA,32616,-6189,"0%"
"Pennsylvania","Potter",1726,7239,NA,9064,-5513,"0%"
"Pennsylvania","Schuylkill",20771,48940,NA,70715,-28169,"1%"
"Pennsylvania","Snyder",4910,13983,NA,19140,-9073,"0%"
"Pennsylvania","Somerset",8543,31105,NA,40062,-22562,"1%"
"Pennsylvania","Sullivan",921,2622,NA,3599,-1701,"0%"
"Pennsylvania","Susquehanna",6084,14879,362,21325,-8795,"0%"
"Pennsylvania","Tioga",4959,15753,NA,21091,-10794,"0%"
"Pennsylvania","Union",7475,12356,NA,20115,-4881,"1%"
"Pennsylvania","Venango",7585,18569,NA,26528,-10984,"0%"
"Pennsylvania","Warren",6066,14237,NA,20650,-8171,"1%"
"Pennsylvania","Washington",45088,72080,NA,118478,-26992,"2%"
"Pennsylvania","Wayne",9191,18637,NA,28089,-9446,"0%"
"Pennsylvania","Westmoreland",72122,130209,2836,205167,-58087,"0%"
"Pennsylvania","Wyoming",4704,9936,NA,14858,-5232,"0%"
"Pennsylvania","York",88114,146733,NA,238471,-58619,"0%"
"Rhode Island","Bristol",18050,9745,444,28239,8305,"NA%"
"Rhode Island","Kent",49112,41999,1460,92571,7113,"NA%"
"Rhode Island","Newport",29485,15722,693,45900,13763,"NA%"
"Rhode Island","Providence",164997,102546,3763,271306,62451,"NA%"
"Rhode Island","Washington",44548,29818,1220,75586,14730,"NA%"
"South Carolina","Abbeville",4101,8215,117,12433,-4114,"0%"
"South Carolina","Aiken",32275,51589,1321,85185,-19314,"0%"
"South Carolina","Allendale",2718,835,40,3593,1883,"1%"
"South Carolina","Anderson",27169,67565,1359,96093,-40396,"0%"
"South Carolina","Bamberg",4010,2417,55,6482,1593,"0%"
"South Carolina","Barnwell",4720,5492,109,10321,-772,"0%"
"South Carolina","Beaufort",43419,53194,1222,97835,-9775,"0%"
"South Carolina","Berkeley",45223,57397,1838,104458,-12174,"0%"
"South Carolina","Calhoun",3905,4305,81,8291,-400,"0%"
"South Carolina","Charleston",121485,93297,4075,218857,28188,"0%"
"South Carolina","Cherokee",6983,18043,244,25270,-11060,"0%"
"South Carolina","Chester",6941,8660,156,15757,-1719,"0%"
"South Carolina","Chesterfield",7431,11297,148,18876,-3866,"0%"
"South Carolina","Clarendon",8250,8361,122,16733,-111,"0%"
"South Carolina","Colleton",8602,10440,241,19283,-1838,"0%"
"South Carolina","Darlington",15220,16832,365,32417,-1612,"0%"
"South Carolina","Dillon",6436,6582,83,13101,-146,"0%"
"South Carolina","Dorchester",33824,41913,1541,77278,-8089,"0%"
"South Carolina","Edgefield",4953,8184,167,13304,-3231,"0%"
"South Carolina","Fairfield",7382,4625,129,12136,2757,"0%"
"South Carolina","Florence",31153,32615,742,64510,-1462,"0%"
"South Carolina","Georgetown",15822,20487,359,36668,-4665,"0%"
"South Carolina","Greenville",103030,150021,5104,258155,-46991,"0%"
"South Carolina","Greenwood",12145,19431,430,32006,-7286,"0%"
"South Carolina","Hampton",5323,3906,76,9305,1417,"0%"
"South Carolina","Horry",59180,118821,1743,179744,-59641,"0%"
"South Carolina","Jasper",7185,7078,131,14394,107,"0%"
"South Carolina","Kershaw",12699,20471,459,33629,-7772,"0%"
"South Carolina","Lancaster",18937,30312,619,49868,-11375,"0%"
"South Carolina","Laurens",10159,20004,325,30488,-9845,"0%"
"South Carolina","Lee",5329,3008,94,8431,2321,"0%"
"South Carolina","Lexington",49301,92817,2450,144568,-43516,"0%"
"South Carolina","Marion",8872,5711,121,14704,3161,"0%"
"South Carolina","Marlboro",6290,5044,112,11446,1246,"0%"
"South Carolina","McCormick",2687,2958,52,5697,-271,"0%"
"South Carolina","Newberry",6958,11443,230,18631,-4485,"0%"
"South Carolina","Oconee",10414,29698,556,40668,-19284,"0%"
"South Carolina","Orangeburg",27295,13603,307,41205,13692,"0%"
"South Carolina","Pickens",13645,42907,994,57546,-29262,"0%"
"South Carolina","Richland",132570,58313,2939,193822,74257,"0%"
"South Carolina","Saluda",2963,6210,101,9274,-3247,"0%"
"South Carolina","Spartanburg",52926,93560,2169,148655,-40634,"0%"
"South Carolina","Sumter",27379,21000,541,48920,6379,"0%"
"South Carolina","Union",4935,8183,139,13257,-3248,"0%"
"South Carolina","Williamsburg",10289,5532,164,15985,4757,"0%"
"South Carolina","York",59008,82727,2315,144050,-23719,"0%"
"South Dakota","Aurora",317,1052,36,1405,-735,"0%"
"South Dakota","Beadle",2107,4808,166,7081,-2701,"0%"
"South Dakota","Bennett",466,694,23,1183,-228,"0%"
"South Dakota","Bon Homme",721,2235,45,3001,-1514,"0%"
"South Dakota","Brookings",6110,8000,457,14567,-1890,"0%"
"South Dakota","Brown",6538,10580,429,17547,-4042,"0%"
"South Dakota","Brule",673,1750,67,2490,-1077,"0%"
"South Dakota","Buffalo",352,183,14,549,169,"0%"
"South Dakota","Butte",939,3731,132,4802,-2792,"0%"
"South Dakota","Campbell",117,747,9,873,-630,"0%"
"South Dakota","Charles Mix",1177,2552,54,3783,-1375,"0%"
"South Dakota","Clark",437,1373,40,1850,-936,"0%"
"South Dakota","Clay",3083,2456,159,5698,627,"0%"
"South Dakota","Codington",3837,8958,366,13161,-5121,"0%"
"South Dakota","Corson",622,647,14,1283,-25,"0%"
"South Dakota","Custer",1522,3852,120,5494,-2330,"0%"
"South Dakota","Davison",2648,5613,193,8454,-2965,"0%"
"South Dakota","Day",1052,1869,43,2964,-817,"0%"
"South Dakota","Deuel",609,1699,42,2350,-1090,"0%"
"South Dakota","Dewey",1131,790,45,1966,341,"0%"
"South Dakota","Douglas",216,1468,23,1707,-1252,"0%"
"South Dakota","Edmunds",417,1538,30,1985,-1121,"0%"
"South Dakota","Fall River",1053,2878,111,4042,-1825,"0%"
"South Dakota","Faulk",198,964,20,1182,-766,"1%"
"South Dakota","Grant",1056,2618,71,3745,-1562,"0%"
"South Dakota","Gregory",455,1771,32,2258,-1316,"0%"
"South Dakota","Haakon",105,1026,6,1137,-921,"0%"
"South Dakota","Hamlin",647,2372,64,3083,-1725,"0%"
"South Dakota","Hand",373,1433,30,1836,-1060,"1%"
"South Dakota","Hanson",557,1793,38,2388,-1236,"0%"
"South Dakota","Harding",49,748,16,813,-699,"0%"
"South Dakota","Hughes",2953,5522,248,8723,-2569,"0%"
"South Dakota","Hutchinson",762,2944,61,3767,-2182,"0%"
"South Dakota","Hyde",136,564,10,710,-428,"0%"
"South Dakota","Jackson",359,738,18,1115,-379,"0%"
"South Dakota","Jerauld",270,721,15,1006,-451,"0%"
"South Dakota","Jones",90,498,11,599,-408,"0%"
"South Dakota","Kingsbury",819,1904,56,2779,-1085,"0%"
"South Dakota","Lake",2068,3681,124,5873,-1613,"0%"
"South Dakota","Lawrence",4537,8753,538,13828,-4216,"0%"
"South Dakota","Lincoln",11981,19617,798,32396,-7636,"0%"
"South Dakota","Lyman",525,1042,30,1597,-517,"0%"
"South Dakota","Marshall",858,1287,33,2178,-429,"0%"
"South Dakota","McCook",769,2068,63,2900,-1299,"0%"
"South Dakota","McPherson",222,1075,27,1324,-853,"0%"
"South Dakota","Meade",3285,9875,510,13670,-6590,"0%"
"South Dakota","Mellette",298,449,22,769,-151,"0%"
"South Dakota","Miner",320,787,31,1138,-467,"1%"
"South Dakota","Minnehaha",40482,49249,2595,92326,-8767,"0%"
"South Dakota","Moody",1179,1951,76,3206,-772,"0%"
"South Dakota","Oglala Lakota",2829,297,74,3200,2532,"0%"
"South Dakota","Pennington",20606,35063,1849,57518,-14457,"0%"
"South Dakota","Perkins",239,1401,29,1669,-1162,"0%"
"South Dakota","Potter",227,1139,14,1380,-912,"0%"
"South Dakota","Roberts",1828,2404,75,4307,-576,"0%"
"South Dakota","Sanborn",257,905,23,1185,-648,"0%"
"South Dakota","Spink",998,2104,61,3163,-1106,"0%"
"South Dakota","Stanley",421,1203,28,1652,-782,"0%"
"South Dakota","Sully",185,726,19,930,-541,"0%"
"South Dakota","Todd",1963,532,44,2539,1431,"0%"
"South Dakota","Tripp",495,2161,40,2696,-1666,"0%"
"South Dakota","Turner",1139,3290,119,4548,-2151,"0%"
"South Dakota","Union",2725,5944,186,8855,-3219,"0%"
"South Dakota","Walworth",565,1966,49,2580,-1401,"0%"
"South Dakota","Yankton",4016,6581,303,10900,-2565,"0%"
"South Dakota","Ziebach",481,404,21,906,77,"0%"
"Tennessee","Anderson",11733,23163,NA,35527,-11430,"4%"
"Tennessee","Bedford",4443,14317,NA,19039,-9874,"0%"
"Tennessee","Benton",1526,5661,NA,7250,-4135,"1%"
"Tennessee","Bledsoe",971,4725,NA,5758,-3754,"0%"
"Tennessee","Blount",17834,47195,NA,66306,-29361,"0%"
"Tennessee","Bradley",9849,35194,925,45968,-25345,"0%"
"Tennessee","Campbell",2438,12330,NA,14929,-9892,"0%"
"Tennessee","Cannon",1261,5190,111,6562,-3929,"1%"
"Tennessee","Carroll",2558,9194,NA,11893,-6636,"9%"
"Tennessee","Carter",4613,19873,382,24868,-15260,"0%"
"Tennessee","Cheatham",5457,14328,NA,20091,-8871,"0%"
"Tennessee","Chester",1411,5951,NA,7578,-4540,"3%"
"Tennessee","Claiborne",2201,10598,NA,12935,-8397,"0%"
"Tennessee","Clay",735,2733,NA,3506,-1998,"0%"
"Tennessee","Cocke",2524,12182,NA,14870,-9658,"1%"
"Tennessee","Coffee",5704,17863,746,24313,-12159,"0%"
"Tennessee","Crockett",1382,4673,NA,6114,-3291,"4%"
"Tennessee","Cumberland",6728,25167,412,32307,-18439,"0%"
"Tennessee","Davidson",197846,99415,11064,308325,98431,"0%"
"Tennessee","DeKalb",1747,6663,NA,8501,-4916,"0%"
"Tennessee","Decatur",904,4229,117,5250,-3325,"1%"
"Tennessee","Dickson",6098,17619,625,24342,-11521,"0%"
"Tennessee","Dyer",3157,11766,NA,15074,-8609,"9%"
"Tennessee","Fayette",7000,15661,NA,22928,-8661,"6%"
"Tennessee","Fentress",1210,7403,NA,8687,-6193,"0%"
"Tennessee","Franklin",4863,13977,306,19146,-9114,"0%"
"Tennessee","Gibson",5764,16245,327,22336,-10481,"0%"
"Tennessee","Giles",3298,9783,NA,13202,-6485,"1%"
"Tennessee","Grainger",1463,8559,NA,10123,-7096,"1%"
"Tennessee","Greene",5183,22185,689,28057,-17002,"0%"
"Tennessee","Grundy",985,4795,NA,5844,-3810,"1%"
"Tennessee","Hamblen",5497,18789,NA,24606,-13292,"1%"
"Tennessee","Hamilton",75360,91991,NA,170735,-16631,"0%"
"Tennessee","Hancock",362,2372,NA,2744,-2010,"1%"
"Tennessee","Hardeman",4180,5760,NA,10058,-1580,"17%"
"Tennessee","Hardin",1774,9556,NA,11534,-7782,"5%"
"Tennessee","Hawkins",4069,20372,NA,24776,-16303,"0%"
"Tennessee","Haywood",4000,3338,NA,7420,662,"15%"
"Tennessee","Henderson",2092,9797,NA,12020,-7705,"0%"
"Tennessee","Henry",3547,11230,NA,15034,-7683,"3%"
"Tennessee","Hickman",2130,7577,NA,9832,-5447,"1%"
"Tennessee","Houston",869,2715,NA,3681,-1846,"0%"
"Tennessee","Humphreys",2017,6116,NA,8232,-4099,"1%"
"Tennessee","Jackson",1133,4106,NA,5308,-2973,"0%"
"Tennessee","Jefferson",4645,18609,NA,23562,-13964,"0%"
"Tennessee","Johnson",1242,6466,NA,7793,-5224,"0%"
"Tennessee","Knox",91097,124339,4433,219869,-33242,"0%"
"Tennessee","Lake",526,1492,NA,2034,-966,"16%"
"Tennessee","Lauderdale",3193,5672,NA,8963,-2479,"11%"
"Tennessee","Lawrence",3195,15334,NA,18718,-12139,"1%"
"Tennessee","Lewis",1068,4473,NA,5604,-3405,"0%"
"Tennessee","Lincoln",2909,12258,NA,15575,-9349,"3%"
"Tennessee","Loudon",6933,21684,758,29375,-14751,"0%"
"Tennessee","Macon",1307,8095,NA,9486,-6788,"0%"
"Tennessee","Madison",18309,23922,616,42847,-5613,"9%"
"Tennessee","Marion",3165,9873,NA,13204,-6708,"0%"
"Tennessee","Marshall",3603,11029,NA,14862,-7426,"0%"
"Tennessee","Maury",14386,31408,NA,46561,-17022,"0%"
"Tennessee","McMinn",4357,18175,NA,22815,-13818,"0%"
"Tennessee","McNairy",1943,9085,NA,11267,-7142,"3%"
"Tennessee","Meigs",1008,4464,NA,5529,-3456,"0%"
"Tennessee","Monroe",3760,16742,NA,20749,-12982,"0%"
"Tennessee","Montgomery",32426,42156,NA,76678,-9730,"0%"
"Tennessee","Moore",573,2888,NA,3539,-2315,"3%"
"Tennessee","Morgan",1161,6926,NA,8218,-5765,"0%"
"Tennessee","Obion",2589,10790,NA,13521,-8201,"9%"
"Tennessee","Overton",2028,7911,NA,10025,-5883,"0%"
"Tennessee","Perry",615,2775,NA,3428,-2160,"0%"
"Tennessee","Pickett",524,2373,NA,2922,-1849,"4%"
"Tennessee","Polk",1492,6792,NA,8360,-5300,"0%"
"Tennessee","Putnam",9154,23694,NA,33481,-14540,"1%"
"Tennessee","Rhea",2363,11031,NA,13608,-8668,"0%"
"Tennessee","Roane",6034,19195,685,25914,-13161,"0%"
"Tennessee","Robertson",8690,24535,NA,33712,-15845,"0%"
"Tennessee","Rutherford",59189,81373,3369,143931,-22184,"0%"
"Tennessee","Scott",986,8004,NA,9052,-7018,"1%"
"Tennessee","Sequatchie",1295,5846,NA,7239,-4551,"0%"
"Tennessee","Sevier",8695,33742,1137,43574,-25047,"0%"
"Tennessee","Shelby",245208,129543,7107,381858,115665,"0%"
"Tennessee","Smith",1798,7124,NA,9035,-5326,"0%"
"Tennessee","Stewart",1230,4942,NA,6283,-3712,"1%"
"Tennessee","Sullivan",17226,55774,NA,74206,-38548,"4%"
"Tennessee","Sumner",27630,63404,NA,92529,-35774,"0%"
"Tennessee","Tipton",6832,20063,NA,27291,-13231,"6%"
"Tennessee","Trousdale",1011,2930,NA,3991,-1919,"0%"
"Tennessee","Unicoi",1610,6593,NA,8294,-4983,"4%"
"Tennessee","Union",1248,6777,NA,8096,-5529,"0%"
"Tennessee","Van Buren",544,2338,NA,2917,-1794,"0%"
"Tennessee","Warren",4126,12323,NA,16692,-8197,"0%"
"Tennessee","Washington",18214,40120,NA,59430,-21906,"0%"
"Tennessee","Wayne",820,5795,NA,6667,-4975,"2%"
"Tennessee","Weakley",3011,10382,NA,13710,-7371,"10%"
"Tennessee","White",2134,9587,NA,11867,-7453,"0%"
"Tennessee","Williamson",50161,86469,NA,138932,-36308,"0%"
"Tennessee","Wilson",22197,50149,NA,74092,-27952,"0%"
"Texas","Anderson",3955,15110,NA,19221,-11155,"4%"
"Texas","Andrews",850,4943,NA,5863,-4093,"0%"
"Texas","Angelina",9136,25070,422,34628,-15934,"2%"
"Texas","Aransas",2916,9239,NA,12289,-6323,"1%"
"Texas","Archer",446,4300,50,4796,-3854,"9%"
"Texas","Armstrong",75,1035,NA,1112,-960,"12%"
"Texas","Atascosa",5876,12039,NA,18116,-6163,"0%"
"Texas","Austin",2951,11447,NA,14554,-8496,"4%"
"Texas","Bailey",409,1434,NA,1859,-1025,"21%"
"Texas","Bandera",2505,10057,NA,12712,-7552,"0%"
"Texas","Bastrop",15452,20486,771,36709,-5034,"0%"
"Texas","Baylor",183,1494,NA,1700,-1311,"10%"
"Texas","Bee",3288,6006,NA,9414,-2718,"6%"
"Texas","Bell",57014,67893,NA,127327,-10879,"0%"
"Texas","Bexar",448452,308618,13501,770571,139834,"0%"
"Texas","Blanco",1905,5429,NA,7419,-3524,"0%"
"Texas","Borden",16,397,NA,416,-381,"12%"
"Texas","Bosque",1561,7469,NA,9126,-5908,"1%"
"Texas","Bowie",10747,27116,NA,38254,-16369,"8%"
"Texas","Brazoria",62228,90433,NA,154938,-28205,"0%"
"Texas","Brazos",35349,47530,NA,84943,-12181,"0%"
"Texas","Brewster",2258,2461,NA,4822,-203,"0%"
"Texas","Briscoe",78,639,NA,725,-561,"24%"
"Texas","Brooks",1470,998,NA,2484,472,"26%"
"Texas","Brown",2107,13698,NA,15963,-11591,"4%"
"Texas","Burleson",1788,6743,NA,8609,-4955,"0%"
"Texas","Burnet",5639,18767,NA,24708,-13128,"0%"
"Texas","Caldwell",6672,8031,NA,14940,-1359,"0%"
"Texas","Calhoun",2148,5641,NA,7856,-3493,"4%"
"Texas","Callahan",734,6012,NA,6832,-5278,"0%"
"Texas","Cameron",64063,49032,NA,114159,15031,"5%"
"Texas","Camp",1394,3626,NA,5058,-2232,"6%"
"Texas","Carson",297,2779,NA,3116,-2482,"15%"
"Texas","Cass",2795,11033,NA,13924,-8238,"4%"
"Texas","Castro",466,1602,NA,2083,-1136,"24%"
"Texas","Chambers",3997,17343,301,21641,-13346,"0%"
"Texas","Cherokee",4210,15101,NA,19508,-10891,"2%"
"Texas","Childress",310,1943,NA,2279,-1633,"7%"
"Texas","Clay",614,5069,NA,5741,-4455,"4%"
"Texas","Cochran",177,809,NA,1000,-632,"16%"
"Texas","Coke",215,1565,NA,1794,-1350,"0%"
"Texas","Coleman",451,3640,37,4128,-3189,"4%"
"Texas","Collin",230945,252318,8953,492216,-21373,"0%"
"Texas","Collingsworth",155,1048,15,1218,-893,"11%"
"Texas","Colorado",2403,7440,69,9912,-5037,"1%"
"Texas","Comal",24826,62740,NA,88863,-37914,"0%"
"Texas","Comanche",852,5177,55,6084,-4325,"2%"
"Texas","Concho",197,1058,NA,1268,-861,"0%"
"Texas","Cooke",3210,15596,NA,18988,-12386,"0%"
"Texas","Coryell",7565,15438,NA,23490,-7873,"0%"
"Texas","Cottle",113,543,NA,665,-430,"31%"
"Texas","Crane",241,1247,15,1503,-1006,"16%"
"Texas","Crockett",344,1220,NA,1574,-876,"17%"
"Texas","Crosby",527,1396,NA,1953,-869,"7%"
"Texas","Culberson",438,415,NA,864,23,"24%"
"Texas","Dallam",197,1389,NA,1609,-1192,"12%"
"Texas","Dallas",598576,307076,15986,921638,291500,"7%"
"Texas","Dawson",808,2951,NA,3789,-2143,"12%"
"Texas","De Witt",1494,6567,57,8118,-5073,"0%"
"Texas","Deaf Smith",1264,3294,NA,4610,-2030,"18%"
"Texas","Delta",403,2162,NA,2592,-1759,"4%"
"Texas","Denton",188695,222480,6789,417964,-33785,"0%"
"Texas","Dickens",130,853,NA,988,-723,"25%"
"Texas","Dimmit",2264,1384,NA,3666,880,"13%"
"Texas","Donley",198,1438,NA,1648,-1240,"9%"
"Texas","Duval",2575,2443,NA,5053,132,"11%"
"Texas","Eastland",983,7237,NA,8292,-6254,"0%"
"Texas","Ector",11367,32697,NA,44581,-21330,"0%"
"Texas","Edwards",168,893,NA,1066,-725,"16%"
"Texas","El Paso",178126,84331,4758,267215,93795,"4%"
"Texas","Ellis",27513,56651,1402,85566,-29138,"0%"
"Texas","Erath",2916,13684,NA,16853,-10768,"2%"
"Texas","Falls",1899,4177,NA,6133,-2278,"4%"
"Texas","Fannin",2655,12171,NA,15004,-9516,"0%"
"Texas","Fayette",2661,10171,NA,12941,-7510,"2%"
"Texas","Fisher",352,1448,NA,1826,-1096,"11%"
"Texas","Floyd",438,1584,NA,2039,-1146,"17%"
"Texas","Foard",99,445,NA,551,-346,"17%"
"Texas","Fort Bend",195191,157595,5047,357833,37596,"0%"
"Texas","Franklin",804,4161,NA,5009,-3357,"7%"
"Texas","Freestone",1635,6991,NA,8711,-5356,"4%"
"Texas","Frio",2422,2823,NA,5279,-401,"8%"
"Texas","Gaines",576,5355,NA,5995,-4779,"0%"
"Texas","Galveston",58842,93911,2307,155060,-35069,"0%"
"Texas","Garza",231,1413,NA,1653,-1182,"10%"
"Texas","Gillespie",3176,12514,NA,15846,-9338,"5%"
"Texas","Glasscock",39,611,NA,653,-572,"17%"
"Texas","Goliad",877,3085,NA,3988,-2208,"9%"
"Texas","Gonzales",1948,5627,NA,7647,-3679,"0%"
"Texas","Gray",829,6840,NA,7782,-6011,"11%"
"Texas","Grayson",14506,44163,NA,59439,-29657,"0%"
"Texas","Gregg",14796,32493,693,47982,-17697,"3%"
"Texas","Grimes",2833,9432,NA,12413,-6599,"0%"
"Texas","Guadalupe",28805,47553,NA,77592,-18748,"0%"
"Texas","Hale",2279,7177,NA,9584,-4898,"8%"
"Texas","Hall",168,995,NA,1168,-827,"11%"
"Texas","Hamilton",641,3616,NA,4349,-2975,"0%"
"Texas","Hansford",166,1848,32,2046,-1682,"12%"
"Texas","Hardeman",241,1330,NA,1580,-1089,"12%"
"Texas","Hardin",3474,23858,NA,27635,-20384,"0%"
"Texas","Harris",918193,700630,21995,1640818,217563,"4%"
"Texas","Harrison",7908,21466,NA,29710,-13558,"5%"
"Texas","Hartley",195,1868,NA,2078,-1673,"10%"
"Texas","Haskell",353,1840,NA,2214,-1487,"7%"
"Texas","Hays",59524,47680,NA,109357,11844,"0%"
"Texas","Hemphill",206,1486,28,1720,-1280,"14%"
"Texas","Henderson",7060,28911,NA,36310,-21851,"0%"
"Texas","Hidalgo",128199,90527,2158,220884,37672,"2%"
"Texas","Hill",2860,11926,NA,14931,-9066,"0%"
"Texas","Hockley",1482,6536,NA,8095,-5054,"6%"
"Texas","Hood",5641,26487,452,32580,-20846,"0%"
"Texas","Hopkins",3046,12719,NA,15939,-9673,"0%"
"Texas","Houston",2314,7060,NA,9437,-4746,"4%"
"Texas","Howard",2069,8054,NA,10240,-5985,"1%"
"Texas","Hudspeth",371,779,NA,1165,-408,"0%"
"Texas","Hunt",8906,29163,NA,38574,-20257,"0%"
"Texas","Hutchinson",965,7681,NA,8771,-6716,"9%"
"Texas","Irion",120,759,NA,889,-639,"13%"
"Texas","Jack",331,3418,NA,3782,-3087,"4%"
"Texas","Jackson",1033,5231,NA,6340,-4198,"0%"
"Texas","Jasper",2954,12542,NA,15608,-9588,"2%"
"Texas","Jeff Davis",501,784,NA,1305,-283,"14%"
"Texas","Jefferson",46073,47570,NA,94739,-1497,"9%"
"Texas","Jim Hogg",1197,833,NA,2036,364,"26%"
"Texas","Jim Wells",6119,7453,NA,13669,-1334,"15%"
"Texas","Johnson",16464,54628,NA,72005,-38164,"0%"
"Texas","Jones",999,5660,NA,6741,-4661,"4%"
"Texas","Karnes",1234,3968,NA,5249,-2734,"0%"
"Texas","Kaufman",18405,37624,NA,56703,-19219,"0%"
"Texas","Kendall",6020,20083,NA,26438,-14063,"0%"
"Texas","Kenedy",65,127,NA,194,-62,"20%"
"Texas","Kent",47,411,NA,462,-364,"18%"
"Texas","Kerr",6510,20858,370,27738,-14348,"4%"
"Texas","Kimble",284,1987,NA,2292,-1703,"1%"
"Texas","King",8,151,0,159,-143,"23%"
"Texas","Kinney",446,1144,NA,1603,-698,"14%"
